Date,Department,Baskets,Items,Avg_Items,Sales,Avg_Sale,Scan_Rate,Scan_Sales
12/2/23,Cleaning&body,2,2,1,34.00,17.00,100,34.00
12/2/23,Drinks,6,10,1.7,95.99,15.99,100,95.99
12/2/23,General Food,19,96,5.1,1761.99,92.73,100,1761.99
12/2/23,Meat/Fish,3,8,2.7,170.00,56.66,100,170.00
12/2/23,Pinless Recharge,2,2,1,15.00,7.50,0,0.00
12/2/23,Snacks,4,13,3.3,3.25,0.81,100,3.25
12/3/23,Drinks,1,1,1,39.99,39.99,100,39.99
12/3/23,General Food,1,3,3,60.00,60.00,100,60.00
12/3/23,Meat/Fish,1,1,1,20.00,20.00,100,20.00
12/3/23,Snacks,1,1,1,0.25,0.25,100,0.25
12/4/23,Cleaning&body,1,7,7,72.00,72.00,100,72.00
12/4/23,Drinks,3,4,1.3,159.97,53.32,100,159.97
12/4/23,General Food,19,80,4.2,1482.24,78.01,100,1482.24
12/4/23,Meat/Fish,9,23,2.6,540.00,60.00,100,540.00
12/4/23,Snacks,1,2,2,1.00,1.00,100,1.00
12/5/23,Drinks,7,13,1.9,291.98,41.71,100,291.98
12/5/23,General Food,23,104,4.5,2032.28,88.36,100,2032.28
12/5/23,Meat/Fish,8,8,1,165.00,20.62,100,165.00
12/5/23,Snacks,1,4,4,1.00,1.00,100,1.00
12/6/23,Drinks,8,9,1.1,283.97,35.49,100,283.97
12/6/23,General Food,16,84,5.3,1106.30,69.14,100,1106.30
12/6/23,Meat/Fish,8,14,1.8,295.00,36.87,100,295.00
12/6/23,Snacks,1,2,2,1.00,1.00,100,1.00
12/7/23,Drinks,6,12,2,403.99,67.33,100,403.99
12/7/23,Frozen,1,3,3,22.50,22.50,100,22.50
12/7/23,General Food,14,63,4.5,987.62,70.54,100,987.62
12/7/23,Meat/Fish,4,4,1,90.00,22.50,100,90.00
12/7/23,Pasta/Rice,1,1,1,10.00,10.00,100,10.00
12/8/23,Cleaning&body,1,1,1,18.00,18.00,100,18.00
12/8/23,Drinks,11,15,1.4,372.96,33.90,100,372.96
12/8/23,General Food,22,87,4,2294.83,104.31,100,2294.83
12/8/23,Meat/Fish,6,7,1.2,130.00,21.66,100,130.00
12/8/23,Pinless Recharge,1,1,1,5.00,5.00,0,0.00
12/8/23,Snacks,1,4,4,1.00,1.00,100,1.00
12/9/23,Drinks,5,9,1.8,245.96,49.19,100,245.96
12/9/23,General Food,26,104,4,2033.87,78.22,100,2033.87
12/9/23,Meat/Fish,4,5,1.3,105.00,26.25,100,105.00
12/11/23,Cleaning&body,2,2,1,55.00,27.50,100,55.00
12/11/23,Drinks,6,8,1.3,129.99,21.66,100,129.99
12/11/23,General Food,18,117,6.5,2204.38,122.46,100,2204.38
12/11/23,Meat/Fish,2,2,1,40.00,20.00,100,40.00
12/11/23,Snacks,1,4,4,1.00,1.00,100,1.00
12/12/23,Cleaning&body,1,1,1,15.00,15.00,100,15.00
12/12/23,Clothes,1,1,1,10.00,10.00,100,10.00
12/12/23,Drinks,5,5,1,161.99,32.39,100,161.99
12/12/23,General Food,13,49,3.8,876.01,67.38,100,876.01
12/12/23,Meat/Fish,4,5,1.3,90.00,22.50,100,90.00
12/13/23,Drinks,3,3,1,110.98,36.99,100,110.98
12/13/23,General Food,10,57,5.7,1440.56,144.05,100,1440.56
12/13/23,Meat/Fish,1,1,1,20.00,20.00,100,20.00
12/14/23,Drinks,2,3,1.5,119.98,59.99,100,119.98
12/14/23,General Food,7,32,4.6,1083.26,154.75,100,1083.26
12/14/23,Meat/Fish,1,1,1,20.00,20.00,100,20.00
12/14/23,Pinless Recharge,1,1,1,5.00,5.00,0,0.00
12/15/23,Cleaning&body,1,1,1,15.00,15.00,100,15.00
12/15/23,Drinks,1,1,1,40.00,40.00,100,40.00
12/15/23,Frozen,1,4,4,30.00,30.00,100,30.00
12/15/23,General Food,12,42,3.5,267.78,22.31,100,267.78
12/15/23,Household,1,1,1,15.99,15.99,100,15.99
12/15/23,Meat/Fish,3,4,1.3,95.00,31.66,100,95.00
12/15/23,Pinless Recharge,1,1,1,10.00,10.00,0,0.00
12/16/23,Cleaning&body,1,4,4,33.00,33.00,100,33.00
12/16/23,Drinks,1,1,1,39.99,39.99,100,39.99
12/16/23,General Food,8,35,4.4,385.42,48.17,100,385.42
12/16/23,Meat/Fish,1,1,1,20.00,20.00,100,20.00
12/16/23,Pinless Recharge,2,3,1.5,20.00,10.00,0,0.00
12/18/23,Drinks,1,1,1,2.00,2.00,100,2.00
12/18/23,General Food,10,37,3.7,632.75,63.27,100,632.75
12/18/23,Meat/Fish,1,1,1,15.00,15.00,100,15.00
12/19/23,General Food,3,12,4,105.99,35.33,100,105.99
12/19/23,Meat/Fish,1,1,1,20.00,20.00,100,20.00
12/20/23,Cleaning&body,1,2,2,20.00,20.00,100,20.00
12/20/23,Drinks,1,1,1,40.00,40.00,100,40.00
12/20/23,General Food,9,33,3.7,492.91,54.76,100,492.91
12/20/23,Meat/Fish,1,2,2,40.00,40.00,100,40.00
12/20/23,Pinless Recharge,1,1,1,10.00,10.00,0,0.00
12/21/23,General Food,8,17,2.1,181.93,22.74,100,181.93
12/21/23,Meat/Fish,4,5,1.3,80.00,20.00,100,80.00
12/22/23,General Food,2,6,3,41.04,20.52,100,41.04
12/22/23,Meat/Fish,1,1,1,20.00,20.00,100,20.00
12/23/23,Cleaning&body,2,3,1.5,50.00,25.00,100,50.00
12/23/23,General Food,16,86,5.4,810.28,50.64,100,810.28
12/24/23,Cleaning&body,4,4,1,51.00,12.75,100,51.00
12/24/23,General Food,12,29,2.4,444.75,37.06,100,444.75
12/24/23,Meat/Fish,2,2,1,90.00,45.00,100,90.00
12/25/23,General Food,3,17,5.7,155.52,51.84,100,155.52
12/25/23,Meat/Fish,1,21,21,420.00,420.00,100,420.00
12/26/23,Drinks,3,3,1,44.00,14.66,100,44.00
12/26/23,General Food,15,60,4,1388.50,92.56,100,1388.50
12/26/23,Meat/Fish,5,6,1.2,85.00,17.00,100,85.00
